NCESSCH	URL_2019
480016000000.0	https://coppell-classical.responsiveed.com/#utm_source=GMB%20Page&utm_medium=CoppellCA&utm_campaign=gmb_page
480016000000.0	https://responsiveed.com/virtual/
480016000000.0	https://huntsville-classical.responsiveed.com/?utm_source=GMB%20Page&utm_medium=Huntsville%20CA&utm_campaign=gmb_page
480016000000.0	https://www.acaedu.net/acaedu
480016000000.0	https://www.acaedu.net/Page/1
480013000000.0	http://www.swschools.org/schools/phoenix/
480012000000.0	https://www.hgaschools.org/
480012000000.0	https://www.hgaschools.org/
480012000000.0	https://www.hgaschools.org/
480008000000.0	https://heritageacademy.net/
480008000000.0	https://www.rmaschools.org/houston/
480008000000.0	https://www.rmaschools.org/odessa/
480008000000.0	https://www.rmaschools.org/fort-worth/
480008000000.0	https://www.rmaschools.org/amarillo/
480008000000.0	https://www.rmaschools.org/corpus-christi/
480008000000.0	https://www.rmaschools.org/midland/
480008000000.0	https://www.rmaschools.org/lubbock/
480008000000.0	https://www.rmaschools.org/killeen/
480007000000.0	http://www.novaacademy.org/
480007000000.0	https://www.shrinershospitalsforchildren.org/houston
480007000000.0	http://uhighschool.com/
480007000000.0	http://www.unlimitedvisions.org/
480007000000.0	https://www.twodimensions.org/
480007000000.0	https://www.twodimensions.org/
480007000000.0	https://www.twodimensions.org/
480007000000.0	https://www.hmps.net/apps/pages/index.jsp?uREC_ID=94683&type=d&pREC_ID=175354
480007000000.0	https://www.hmps.net/apps/pages/index.jsp?uREC_ID=94685&type=d&pREC_ID=175358
480006000000.0	http://flmechs.newfrontierspublicschools.org/
480006000000.0	http://www.nyos.org/
480006000000.0	https://www.nyos.org/
480005000000.0	http://www.kipp.org/school/kipp-prime-college-preparatory/
480005000000.0	http://usplaces.com/Executive%20Offices/houston-tx/kipp-north-forest-lower-girls-school-kipp-inc-charter
480005000000.0	http://www.kipp.org/school-content/kipp-polaris-academy-for-boys
480005000000.0	http://www.kipp.org/school/kipp-liberation-college-prep/
480005000000.0	http://www.kipp.org/school/kipp-shine-prep/
480005000000.0	https://hcjpd.harriscountytx.gov/Pages/Facilities.aspx
480004000000.0	https://waysideschools.org/ama/
480004000000.0	https://waysideschools.org/stp/
480004000000.0	https://waysideschools.org/epa/
480003000000.0	http://www.uh.edu/charter-school/
480003000000.0	https://www.uplifteducation.org/Domain/3186
480003000000.0	https://www.uplifteducation.org/Domain/1427
480003000000.0	https://ggcs.cyberschool.com/
480002000000.0	https://www.homevaluestore.com/school/Girls-Boys-Prep-Academy-Middle-Houston-TX
470318000000.0	http://kippnashville.org/schools-programs/kipp-kirkpatrick/
470318000000.0	https://valorcollegiate.org/
470318000000.0	https://stemprepacademy.org/
470318000000.0	https://www.rocketshipschools.org/schools/nashville-northeast-elementary/
470318000000.0	http://www.kipp.org/school-content/kipp-nashville-college-prep
470318000000.0	http://kippnashville.org/schools-programs/kipp-nashville-collegiate-high/
470318000000.0	https://stemprepacademy.org/
470318000000.0	http://www.smithsoncraighead.org
470015000000.0	http://www.gestaltcs.org/
470015000000.0	https://aspirepublicschools.org/locations/memphis/aspire-east-academy/
470015000000.0	https://memphisbusinessacademy.com/stem/
470015000000.0	https://goodwillmemphis.org/excel-center/
470015000000.0	https://www.cityuniversityschool.org/school-of-independence/
470015000000.0	https://www.cityuniversityschool.org/girls-prep/
470015000000.0	http://www.gestaltcs.org/power-center-high/
470015000000.0	https://www.cityuniversityschool.org/boys-prep/
470015000000.0	https://www.freedomprep.org/high-school-9-12/
470015000000.0	https://www.cityuniversityschool.org/?page_id=433
470015000000.0	http://tn.greendot.org/hillcrest/
470015000000.0	http://memphisscholars.org/mscg/
470015000000.0	http://tn.greendot.org/kirby/
470015000000.0	https://freedomprep.org/
470015000000.0	http://www.gestaltcs.org/klondike/about-klondike-academy/
470015000000.0	http://fraysercs.org/humes-prep/
470015000000.0	https://tn.greendot.org/wooddale/
470015000000.0	http://fraysercs.org/mlk-prep/
470015000000.0	https://tn.greendot.org/fairley/
450390000000.0	http://www.connectionsacademy.com/south-carolina-virtual-school/home.aspx
450090000000.0	https://www.anderson5.net/Domain/4026
440002000000.0	http://www.nowellacademy.org
440002000000.0	https://www.achievementfirst.org
440002000000.0	https://www.achievementfirst.org
440001000000.0	https://beaconart.org/aboutus/mission-vision/
420090000000.0	http://freirecharterschool.org/about-us/mission-and-vision/
420089000000.0	http://www.masterycharter.org/elementary-schools/
420089000000.0	http://kippphiladelphia.org/our-schools/kipp-west-philadelphia-preparatory-charter-school/
420089000000.0	http://kippphiladelphia.org/our-schools/kipp-dubois-collegiate-academy/
420088000000.0	http://www.myrccs.com/en/about-rccs/
420088000000.0	http://propelschools.org/propel-hazelwood/
420087000000.0	http://www.masterycharter.org/elementary-schools/
420087000000.0	http://universalfamilyofschools.org/our-schools/universal-alcorn-middle-years-academy/
420087000000.0	http://www.ap-schools.org/Memphis-Street-Academy/about-msa/
420087000000.0	http://universalfamilyofschools.org/our-schools/universal-creighton-charter-school/
420086000000.0	http://stringtheoryschools.com/edmunds-campus/
420086000000.0	http://www.masterycharter.org/elementary-schools/
420086000000.0	http://propelschools.org/propel-pitcairn/
420086000000.0	http://esperanzacyber.org/about_us
420086000000.0	http://universalfamilyofschools.org/our-schools/universal-audenried-charter-high-school/
420085000000.0	http://www.masterycharter.org/school/gratz-prep-middle/
420085000000.0	http://propelschools.org/propel-northside/
420084000000.0	http://www.olneycharter.com
420084000000.0	http://www.masterycharter.org/elementary-schools/
420083000000.0	http://universalfamilyofschools.org/our-schools/universal-bluford-charter-school/
420083000000.0	http://propelschools.org/propel-braddock-hills-hs/
420083000000.0	http://www.masterycharter.org/elementary-schools/
420083000000.0	http://www.masterycharter.org/elementary-schools/
420083000000.0	http://www.masterycharter.org/elementary-schools/
420083000000.0	http://www.masterycharter.org/elementary-schools/
420083000000.0	http://universalfamilyofschools.org/our-schools/universal-daroff-charter-school/
420082000000.0	http://kippphiladelphia.org/our-schools/kipp-west-philadelphia-preparatory-charter-school/
420076000000.0	http://www.masterycharter.org/school/pickett-campus/
420075000000.0	http://propelschools.org/propel-montour/
420015000000.0	http://www.masterycharter.org/school/shoemaker-campus/
420014000000.0	http://www.masterycharter.org/school/thomas-campus/
420014000000.0	http://propelschools.org/propel-east/
420013000000.0	http://propelschools.org/propel-mckeesport/
420013000000.0	https://www.theacademyschools.com/charter-school/?
420012000000.0	http://kippphiladelphia.org/our-schools/kipp-philadelphia-preparatory-academy/
420011000000.0	http://propelschools.org/propel-homestead/
420008000000.0	http://www.masterycharter.org/school/lenfest-campus/
420007000000.0	http://www.stringtheoryschools.org/west-campus/
420006000000.0	http://www.masterycharter.org/school/hardy-williams-high/
420006000000.0	http://universalfamilyofschools.org/our-schools/universal-institute-charter-school/
420004000000.0	http://www.aspirapa.org
411317000000.0	https://www.3rcs.org
411172000000.0	https://shyaa.arthuracademy.org
411089000000.0	https://oregontrailschools.com/ota/
