NCESSCH	URL
61062012422	http://davincicharteracademy.net/
60142813702	http://davincik8.org/
390130205399	http://daytonearlycollege.org/
390153605813	http://daytonsmart.org/
390064205309	http://daytontech.org/
350069000963	http://dccchs.org/
410394004181	http://ddaa.arthuracademy.org/
120039008425	http://ddces.org/
80336006584	http://ddeschools.org/
260033307495	http://deawest.edlioschool.com/
40027802168	http://deervalleyacademy.org/
130174003955	http://dekalbacademy.org/
130174004071	http://dekalbprepacademy.org/
63560006664	http://deltaschool.org/
62703010391	http://deltaschool.org/
340076203207	http://democracyprep.org/
110009500485	http://democracyprep.org/schools#high-schools
40061002056	http://desertheightscharter.org/
40061003363	http://desertheightsprep.org/
40036602302	http://desertmarigold.org/
260017001934	http://detcomschools.org/our_schools/elementary__middle_school
260017001039	http://detcomschools.org/our_schools/high_school
260030201738	http://detroitenterprise.org/
260027801484	http://detroitmerit.org/
260030701943	http://detroitpremier.org/
260110908796	http://detroitprep.org/
61071012509	http://dhcharter.org/
260100308307	http://diachampion.org/
490007301187	http://diacharter.org/
60570013845	http://diegosprings.org/
61914012880	http://diegovalleycharter.org/
450258000556	http://dis.lancastercsd.com/
80228001703	http://discovercompass.org/
80426001505	http://discovercompass.org/carbondale-community-school/
120159003112	http://discoveryacademy.org/
120159008515	http://discoveryhighschool.org/
220084000653	http://discoveryhsf.org/
270039104764	http://discoverymn.org/
490016901452	http://dixiemontessoriacademy.org/
120039007453	http://doeweb-prd.doe.state.fl.us/eds/nclbspar/year1415/nclb1415.cfm?dist_schl=13_7053
550732002457	http://dol.kusd.edu/
80480006695	http://doralcolorado.org/
320000100830	http://doralfiremesa.org/
350014901087	http://dorncharterschool.org/
550003902153	http://downtownmontessori.com/
320006000666	http://dpac.democracyprep.org/
220025402408	http://dpbr.democracyprep.org/
360107806310	http://dpems.democracyprep.org/
360101006183	http://dphms.democracyprep.org/
490006600996	http://draper.summitacademyschools.org/
490000501446	http://draper2.americanprep.org/
220027402432	http://drexelprep.com/
220021700414	http://drkingcharterschool.org/
340075603185	http://drlenaedwardscharterschool.org/
220019901208	http://dryadesymca.com/
60282008714	http://dschs.org/
390138305625	http://dt.horizondayton.org/
63498013774	http://dtechhs.org/
62949008366	http://dti.pvusd.net/
69102903819	http://dtpacademy.com/
60171003819	http://dtpacademy.com/
61161012748	http://dunhamsd.org/
61104012826	http://dusd.k12.ca.us/
61104010438	http://dusd.k12.ca.us/dca
61104013930	http://dusd.k12.ca.us/deca
60142813832	http://dvc.davincischools.org/
420007800563	http://dvchs.ss8.sharpschool.com/
60142812410	http://dvd.davincischools.org/
40000101872	http://dwe.vail.k12.az.us/
370036803338	http://dynamiccommunitycs.com/
260015900979	http://eaglecrestcharteracademy.org/
482679011365	http://earlycollege.elisd.org/
320000100608	http://earlycollegenv.com/
550039002549	http://east.aasd.k12.wi.us/
260029101650	http://east.riverside-academy.net/
260099608237	http://eastarbor.org/
450144000856	http://eastcooper.ccsdschools.com/
360104206252	http://eastharlemscholars.org/scholars-academy-ms
260109008657	http://eastshoreleaders.com/
80354000851	http://ecca.org/
69107813591	http://ecmsinglewood.org/
120144008508	http://econriverhs.com/
390007903420	http://ecotohio.org/
62271002977	http://ecrchs.net/
360098806137	http://ecsli.org/
410750001582	http://eddyvillecharterschool.org/
260099104705	http://edmonson.gee-edu.com/
390147905747	http://education.ohio.gov/
390141605649	http://education.ohio.gov/Topics/Community-Schools/Community-Schools-Documents/Schools/Capital-High-School
270026103319	http://edvisionshighschool.com/
420087907523	http://ee-schools.org/
551590002747	http://eea.wausauschools.org/
69105104288	http://efcps.org
62805011561	http://efcps.org/
62805012054	http://efcps.org/
62805013772	http://efcps.org/home/mission-and-values/
62805008677	http://efcps.org/our-schools/ascend/
69105104257	http://efcps.org/our-schools/cox/
61233011727	http://eg.cacmp.org/
220117002422	http://einsteincharter.org/
220117000858	http://einsteincharter.org/
480143312793	http://elacharterschool.com/
480003408020	http://elem.cumberlandacademy.com/
62271012641	http://elementary.valleycharterschool.org/
63432013795	http://elevateschool.com/
90021601683	http://elmcitymontessori.org/
62271002979	http://eloroway-lausd-ca.schoolloop.com/
62865004426	http://elranchocharterschool.org/
390031504852	http://emerson-academy.org/
62271002987	http://emersonms-lausd-ca.schoolloop.com/
40087703354	http://empowercollegeprep.org/
60001412375	http://encorehighschool.com/hesperia/
63315013908	http://encorehighschool.com/riverside/
220117002350	http://encorelearning.org/
260019201100	http://endeavorcharteracademy.org/
551575002981	http://endeavorhighschool.org/
340074603143	http://energysmartschool.org/
340001400258	http://englewoodcharterschool.com/
360007305551	http://enterprisecharter.org/
420081206819	http://environmentalcharterschool.com/
40081602998	http://eohighschool.com/
63432013053	http://epiphanyprep.org/
390136805528	http://epvpcliffs.org/
390158105885	http://epvpwillard.org/
390140605613	http://epvpwoodlandhills.org/
390150505720	http://epvpwoodlandhills.org/
62271012479	http://eq.equitasacademy.org/
62271013145	http://eq2.equitasacademy.org/
360100506110	http://equalitycharterschool.org/
69104510445	http://erclc.org/
420081706985	http://es.franklintowne.org/
290059203174	http://es.gsastl.org/
390135305483	http://es.horizoncolumbus.org/
390044405003	http://es.horizondayton.org/
480005312039	http://es.rockdaleisd.net/
550732002910	http://eschool.kusd.edu/
63375013733	http://eslacademy.com/
420085807447	http://esperanzacyber.org/about_us
350015201085	http://estanciavalleyclassical.com/
40094203497	http://ethos.teamcfa.school/
60348000265	http://evcain.auburn.k12.ca.us/
63639012395	http://everest.summitps.org/
120150003909	http://evergladesprepacademy.org/
480023609188	http://evolutionacademy.org/
480023613008	http://evolutionacademy.org/beaumont/
240051001540	http://excelacademypcs.org/
260009300597	http://excelcharteracademy.org/
360011405700	http://excellenceboys.uncommonschools.org/
360100006112	http://excellencegirls.uncommonschools.org/
370038403355	http://excelsior.teamcfa.school/
120018004460	http://excelsiorcharter.com/
120039007319	http://excelsiorcharteracademy.org/
530033203536	http://excelwa.org/
90001800834	http://explorationscs.com/
360099406151	http://exploreschools.org
360103806242	http://exploreschools.org/
390015504767	http://fairborndigital.us/
64059006701	http://fairmont.schoolloop.com/
50609000315	http://farmcards.org/
490017401453	http://farmington.ascentutah.org/
130228004259	http://fastk8.org/
40041602989	http://faylandrumacademy.com/about-us.html
220026702062	http://fcwcs.org/
420009600688	http://fellcharter.com/
40011301601	http://fhcspto.org/
61455012619	http://fics.us/dailey/
231481323140	http://fiddleheadschool.org/
390052805238	http://findlaydigitalacademy.com/
20039000296	http://fireweedacademy.blogs.kpbsd.k12.ak.us/
100005400362	http://firststatemontessori.org/
270042504902	http://fitacademymn.org/
270025103576	http://fitacademymn.org/
360006604877	http://flacs.flacsnyc.com/
360112506479	http://flacs3.flacsnyc.com/
40001900498	http://flagarts.com/
40002001179	http://flagmontessori.com/flagstaff-schools/public-charter-flagstaff-elementary-school-switzer-mesa-campus
260094507818	http://flagshipacademy.org/
470318002122	http://flatheadhealth.org/
370034903299	http://flemingtonacademy.org/
390157405852	http://flexhigh.org/
260104308495	http://flextech-hs.org/
120150008496	http://flfutures.org/
120150008487	http://flfutures.org/
480006113123	http://flmechs.newfrontierspublicschools.org/
40003603421	http://foothillsacademy.com/foothills-academy-connected-online-school/
60720000667	http://foresthill.campbellusd.org/
160016500772	http://forrestbirdcharterschool.org/
370008302452	http://forsythacademy.org/
80002006542	http://fortcollinsms.coloradoearlycolleges.org/
260031401765	http://fortisacademy.org/
60001112763	http://fortsage.org/
550039002639	http://foster.aasd.k12.wi.us/
390130105401	http://foundationacad.org/
220117002412	http://foundationpreparatory.org/
80258006465	http://foundations-academy.org/
170993006329	http://foundationscollegeprep.org/
480016312672	http://foundersflowermound.com/
260096407979	http://fourcornersmontessori.com/
250007602086	http://fourriverscharter.org/
110000800495	http://fpcso.k12.com/
340008000566	http://fphs.democracyprep.org/
62805013942	http://francophoneschool.org/
370006902415	http://franklinacademy.org/
490018701488	http://franklindiscovery.org/
40009201075	http://franklinphoneticschool.com/
470014702304	http://fraysercs.org/humes-prep/
470014701064	http://fraysercs.org/mlk-prep/
240033001715	http://frederickclassicalcharterschool.org/
490006200992	http://freedomprep.net/
420089507589	http://freirecharterschool.org/about-us/mission-and-vision/
100005900372	http://freirewilmington.org/
50041801627	http://fsfuture.org/
120201304147	http://fsucampus.pinescharter.net/
130462004197	http://furlowcharterschool.org/
482364011264	http://furrhs.org/
50612001636	http://fva.fayar.net/
260109708715	http://g2sacademy.net/
410600001733	http://gaa.arthuracademy.org/
173451006044	http://galapagosrockford.org/
80336006473	http://galsdenver.org/
80336006626	http://galsdenver.org/schools/gals-denver-high-school/
370040803404	http://gatecitycharteracademy.org/
62712013641	http://gateway.rocklinacademy.com/
130023204148	http://gca.k12.com/
69103812203	http://gecs.org/
260103908567	http://geneseestem.com/
40063803494	http://georgewashingtonacademy.org/
61839013719	http://ghsa-k12-ca.us/
40089903392	http://gilbert.legacytraditional.org/
40014401717	http://glaaz.org/
40094803523	http://glendale.legacytraditional.org/
260097308141	http://globalheights.gee-edu.com/
370031603198	http://globalscholarsacademy.org/
260106408523	http://globaltech.gee-edu.com/
370040703397	http://glowacademy.net/
450144000857	http://gmchsccsd.sharpschool.net/
