#
# IDN Table for Korean
# Copyright 2015 CentralNic Ltd
#
# Table ID: ko
# Table type: Language
# Version: 1.0
# Published: 2011-05-12
# Referral URL: https://www.centralnic.com
#
# Policy Statement:
#
# No remarks.
#

U+C153 # 셓 HANGUL SYLLABLE SEH
U+C154 # 셔 HANGUL SYLLABLE SYEO
U+C155 # 셕 HANGUL SYLLABLE SYEOG
U+C156 # 셖 HANGUL SYLLABLE SYEOGG
U+C157 # 셗 HANGUL SYLLABLE SYEOGS
U+C158 # 션 HANGUL SYLLABLE SYEON
U+C159 # 셙 HANGUL SYLLABLE SYEONJ
U+C15A # 셚 HANGUL SYLLABLE SYEONH
U+C15B # 셛 HANGUL SYLLABLE SYEOD
U+C15C # 셜 HANGUL SYLLABLE SYEOL
U+C15D # 셝 HANGUL SYLLABLE SYEOLG
U+C15E # 셞 HANGUL SYLLABLE SYEOLM
U+C15F # 셟 HANGUL SYLLABLE SYEOLB
U+C160 # 셠 HANGUL SYLLABLE SYEOLS
U+C161 # 셡 HANGUL SYLLABLE SYEOLT
U+C162 # 셢 HANGUL SYLLABLE SYEOLP
U+C163 # 셣 HANGUL SYLLABLE SYEOLH
U+C164 # 셤 HANGUL SYLLABLE SYEOM
U+C165 # 셥 HANGUL SYLLABLE SYEOB
U+C166 # 셦 HANGUL SYLLABLE SYEOBS
U+C167 # 셧 HANGUL SYLLABLE SYEOS
U+C168 # 셨 HANGUL SYLLABLE SYEOSS
U+C169 # 셩 HANGUL SYLLABLE SYEONG
U+C16A # 셪 HANGUL SYLLABLE SYEOJ
U+C16B # 셫 HANGUL SYLLABLE SYEOC
U+C16C # 셬 HANGUL SYLLABLE SYEOK
U+C16D # 셭 HANGUL SYLLABLE SYEOT
U+C16E # 셮 HANGUL SYLLABLE SYEOP
U+C16F # 셯 HANGUL SYLLABLE SYEOH
U+C170 # 셰 HANGUL SYLLABLE SYE
U+C171 # 셱 HANGUL SYLLABLE SYEG
U+C172 # 셲 HANGUL SYLLABLE SYEGG
U+C173 # 셳 HANGUL SYLLABLE SYEGS
U+C174 # 셴 HANGUL SYLLABLE SYEN
U+C175 # 셵 HANGUL SYLLABLE SYENJ
U+C176 # 셶 HANGUL SYLLABLE SYENH
U+C177 # 셷 HANGUL SYLLABLE SYED
U+C178 # 셸 HANGUL SYLLABLE SYEL
U+C179 # 셹 HANGUL SYLLABLE SYELG
U+C17A # 셺 HANGUL SYLLABLE SYELM
U+C17B # 셻 HANGUL SYLLABLE SYELB
U+C17C # 셼 HANGUL SYLLABLE SYELS
U+C17D # 셽 HANGUL SYLLABLE SYELT
U+C17E # 셾 HANGUL SYLLABLE SYELP
U+C17F # 셿 HANGUL SYLLABLE SYELH
U+C180 # 솀 HANGUL SYLLABLE SYEM
U+C181 # 솁 HANGUL SYLLABLE SYEB
U+C182 # 솂 HANGUL SYLLABLE SYEBS
U+C183 # 솃 HANGUL SYLLABLE SYES
U+C184 # 솄 HANGUL SYLLABLE SYESS
U+C185 # 솅 HANGUL SYLLABLE SYENG
U+C186 # 솆 HANGUL SYLLABLE SYEJ
U+C187 # 솇 HANGUL SYLLABLE SYEC
U+C188 # 솈 HANGUL SYLLABLE SYEK
U+C189 # 솉 HANGUL SYLLABLE SYET
U+C18A # 솊 HANGUL SYLLABLE SYEP
U+C18B # 솋 HANGUL SYLLABLE SYEH
U+C18C # 소 HANGUL SYLLABLE SO
U+C18D # 속 HANGUL SYLLABLE SOG
U+C18E # 솎 HANGUL SYLLABLE SOGG
U+C18F # 솏 HANGUL SYLLABLE SOGS
U+C190 # 손 HANGUL SYLLABLE SON
U+C191 # 솑 HANGUL SYLLABLE SONJ
U+C192 # 솒 HANGUL SYLLABLE SONH
U+C193 # 솓 HANGUL SYLLABLE SOD
U+C194 # 솔 HANGUL SYLLABLE SOL
U+C195 # 솕 HANGUL SYLLABLE SOLG
U+C196 # 솖 HANGUL SYLLABLE SOLM
U+C197 # 솗 HANGUL SYLLABLE SOLB
U+C198 # 솘 HANGUL SYLLABLE SOLS
U+C199 # 솙 HANGUL SYLLABLE SOLT
U+C19A # 솚 HANGUL SYLLABLE SOLP
U+C19B # 솛 HANGUL SYLLABLE SOLH
U+C19C # 솜 HANGUL SYLLABLE SOM
U+C19D # 솝 HANGUL SYLLABLE SOB
U+C19E # 솞 HANGUL SYLLABLE SOBS
U+C19F # 솟 HANGUL SYLLABLE SOS
U+C1A0 # 솠 HANGUL SYLLABLE SOSS
U+C1A1 # 송 HANGUL SYLLABLE SONG
U+C1A2 # 솢 HANGUL SYLLABLE SOJ
U+C1A3 # 솣 HANGUL SYLLABLE SOC
U+C1A4 # 솤 HANGUL SYLLABLE SOK
U+C1A5 # 솥 HANGUL SYLLABLE SOT
U+C1A6 # 솦 HANGUL SYLLABLE SOP
U+C1A7 # 솧 HANGUL SYLLABLE SOH
U+C1A8 # 솨 HANGUL SYLLABLE SWA
U+C1A9 # 솩 HANGUL SYLLABLE SWAG
U+C1AA # 솪 HANGUL SYLLABLE SWAGG
U+C1AB # 솫 HANGUL SYLLABLE SWAGS
U+C1AC # 솬 HANGUL SYLLABLE SWAN
U+C1AD # 솭 HANGUL SYLLABLE SWANJ
U+C1AE # 솮 HANGUL SYLLABLE SWANH
U+C1AF # 솯 HANGUL SYLLABLE SWAD
U+C1B0 # 솰 HANGUL SYLLABLE SWAL
U+C1B1 # 솱 HANGUL SYLLABLE SWALG
U+C1B2 # 솲 HANGUL SYLLABLE SWALM
U+C1B3 # 솳 HANGUL SYLLABLE SWALB
U+C1B4 # 솴 HANGUL SYLLABLE SWALS
U+C1B5 # 솵 HANGUL SYLLABLE SWALT
U+C1B6 # 솶 HANGUL SYLLABLE SWALP
U+C1B7 # 솷 HANGUL SYLLABLE SWALH
U+C1B8 # 솸 HANGUL SYLLABLE SWAM
U+C1B9 # 솹 HANGUL SYLLABLE SWAB
U+C1BA # 솺 HANGUL SYLLABLE SWABS
U+C1BB # 솻 HANGUL SYLLABLE SWAS
U+C1BC # 솼 HANGUL SYLLABLE SWASS
U+C1BD # 솽 HANGUL SYLLABLE SWANG
U+C1BE # 솾 HANGUL SYLLABLE SWAJ
U+C1BF # 솿 HANGUL SYLLABLE SWAC
U+C1C0 # 쇀 HANGUL SYLLABLE SWAK
U+C1C1 # 쇁 HANGUL SYLLABLE SWAT
U+C1C2 # 쇂 HANGUL SYLLABLE SWAP
U+C1C3 # 쇃 HANGUL SYLLABLE SWAH
U+C1C4 # 쇄 HANGUL SYLLABLE SWAE
U+C1C5 # 쇅 HANGUL SYLLABLE SWAEG
U+C1C6 # 쇆 HANGUL SYLLABLE SWAEGG
U+C1C7 # 쇇 HANGUL SYLLABLE SWAEGS
U+C1C8 # 쇈 HANGUL SYLLABLE SWAEN
U+C1C9 # 쇉 HANGUL SYLLABLE SWAENJ
U+C1CA # 쇊 HANGUL SYLLABLE SWAENH
U+C1CB # 쇋 HANGUL SYLLABLE SWAED
U+C1CC # 쇌 HANGUL SYLLABLE SWAEL
U+C1CD # 쇍 HANGUL SYLLABLE SWAELG
U+C1CE # 쇎 HANGUL SYLLABLE SWAELM
U+C1CF # 쇏 HANGUL SYLLABLE SWAELB
U+C1D0 # 쇐 HANGUL SYLLABLE SWAELS
U+C1D1 # 쇑 HANGUL SYLLABLE SWAELT
U+C1D2 # 쇒 HANGUL SYLLABLE SWAELP
U+C1D3 # 쇓 HANGUL SYLLABLE SWAELH
U+C1D4 # 쇔 HANGUL SYLLABLE SWAEM
U+C1D5 # 쇕 HANGUL SYLLABLE SWAEB
U+C1D6 # 쇖 HANGUL SYLLABLE SWAEBS
U+C1D7 # 쇗 HANGUL SYLLABLE SWAES
U+C1D8 # 쇘 HANGUL SYLLABLE SWAESS
U+C1D9 # 쇙 HANGUL SYLLABLE SWAENG
U+C1DA # 쇚 HANGUL SYLLABLE SWAEJ
U+C1DB # 쇛 HANGUL SYLLABLE SWAEC
U+C1DC # 쇜 HANGUL SYLLABLE SWAEK
U+C1DD # 쇝 HANGUL SYLLABLE SWAET
U+C1DE # 쇞 HANGUL SYLLABLE SWAEP
U+C1DF # 쇟 HANGUL SYLLABLE SWAEH
U+C1E0 # 쇠 HANGUL SYLLABLE SOE
U+C1E1 # 쇡 HANGUL SYLLABLE SOEG
U+C1E2 # 쇢 HANGUL SYLLABLE SOEGG
U+C1E3 # 쇣 HANGUL SYLLABLE SOEGS
U+C1E4 # 쇤 HANGUL SYLLABLE SOEN
U+C1E5 # 쇥 HANGUL SYLLABLE SOENJ
U+C1E6 # 쇦 HANGUL SYLLABLE SOENH
U+C1E7 # 쇧 HANGUL SYLLABLE SOED
U+C1E8 # 쇨 HANGUL SYLLABLE SOEL
U+C1E9 # 쇩 HANGUL SYLLABLE SOELG
U+C1EA # 쇪 HANGUL SYLLABLE SOELM
U+C1EB # 쇫 HANGUL SYLLABLE SOELB
U+C1EC # 쇬 HANGUL SYLLABLE SOELS
U+C1ED # 쇭 HANGUL SYLLABLE SOELT
U+C1EE # 쇮 HANGUL SYLLABLE SOELP
U+C1EF # 쇯 HANGUL SYLLABLE SOELH
U+C1F0 # 쇰 HANGUL SYLLABLE SOEM
U+C1F1 # 쇱 HANGUL SYLLABLE SOEB
U+C1F2 # 쇲 HANGUL SYLLABLE SOEBS
U+C1F3 # 쇳 HANGUL SYLLABLE SOES
U+C1F4 # 쇴 HANGUL SYLLABLE SOESS
U+C1F5 # 쇵 HANGUL SYLLABLE SOENG
U+C1F6 # 쇶 HANGUL SYLLABLE SOEJ
U+C1F7 # 쇷 HANGUL SYLLABLE SOEC
U+C1F8 # 쇸 HANGUL SYLLABLE SOEK
U+C1F9 # 쇹 HANGUL SYLLABLE SOET
U+C1FA # 쇺 HANGUL SYLLABLE SOEP
U+C1FB # 쇻 HANGUL SYLLABLE SOEH
U+C1FC # 쇼 HANGUL SYLLABLE SYO
U+C1FD # 쇽 HANGUL SYLLABLE SYOG
U+C1FE # 쇾 HANGUL SYLLABLE SYOGG
U+C1FF # 쇿 HANGUL SYLLABLE SYOGS
U+C200 # 숀 HANGUL SYLLABLE SYON
U+C201 # 숁 HANGUL SYLLABLE SYONJ
U+C202 # 숂 HANGUL SYLLABLE SYONH
U+C203 # 숃 HANGUL SYLLABLE SYOD
U+C204 # 숄 HANGUL SYLLABLE SYOL
U+C205 # 숅 HANGUL SYLLABLE SYOLG
U+C206 # 숆 HANGUL SYLLABLE SYOLM
U+C207 # 숇 HANGUL SYLLABLE SYOLB
U+C208 # 숈 HANGUL SYLLABLE SYOLS
U+C209 # 숉 HANGUL SYLLABLE SYOLT
U+C20A # 숊 HANGUL SYLLABLE SYOLP
U+C20B # 숋 HANGUL SYLLABLE SYOLH
U+C20C # 숌 HANGUL SYLLABLE SYOM
U+C20D # 숍 HANGUL SYLLABLE SYOB
U+C20E # 숎 HANGUL SYLLABLE SYOBS
U+C20F # 숏 HANGUL SYLLABLE SYOS
U+C210 # 숐 HANGUL SYLLABLE SYOSS
U+C211 # 숑 HANGUL SYLLABLE SYONG
U+C212 # 숒 HANGUL SYLLABLE SYOJ
U+C213 # 숓 HANGUL SYLLABLE SYOC
U+C214 # 숔 HANGUL SYLLABLE SYOK
U+C215 # 숕 HANGUL SYLLABLE SYOT
U+C216 # 숖 HANGUL SYLLABLE SYOP
U+C217 # 숗 HANGUL SYLLABLE SYOH
U+C218 # 수 HANGUL SYLLABLE SU
U+C219 # 숙 HANGUL SYLLABLE SUG
U+C21A # 숚 HANGUL SYLLABLE SUGG
U+C21B # 숛 HANGUL SYLLABLE SUGS
U+C21C # 순 HANGUL SYLLABLE SUN
U+C21D # 숝 HANGUL SYLLABLE SUNJ
U+C21E # 숞 HANGUL SYLLABLE SUNH
U+C21F # 숟 HANGUL SYLLABLE SUD
U+C220 # 술 HANGUL SYLLABLE SUL
U+C221 # 숡 HANGUL SYLLABLE SULG
U+C222 # 숢 HANGUL SYLLABLE SULM
U+C223 # 숣 HANGUL SYLLABLE SULB
U+C224 # 숤 HANGUL SYLLABLE SULS
U+C225 # 숥 HANGUL SYLLABLE SULT
U+C226 # 숦 HANGUL SYLLABLE SULP
U+C227 # 숧 HANGUL SYLLABLE SULH
U+C228 # 숨 HANGUL SYLLABLE SUM
U+C229 # 숩 HANGUL SYLLABLE SUB
U+C22A # 숪 HANGUL SYLLABLE SUBS
U+C22B # 숫 HANGUL SYLLABLE SUS
U+C22C # 숬 HANGUL SYLLABLE SUSS
U+C22D # 숭 HANGUL SYLLABLE SUNG
U+C22E # 숮 HANGUL SYLLABLE SUJ
U+C22F # 숯 HANGUL SYLLABLE SUC
U+C230 # 숰 HANGUL SYLLABLE SUK
U+C231 # 숱 HANGUL SYLLABLE SUT
U+C232 # 숲 HANGUL SYLLABLE SUP
U+C233 # 숳 HANGUL SYLLABLE SUH
U+C234 # 숴 HANGUL SYLLABLE SWEO
U+C235 # 숵 HANGUL SYLLABLE SWEOG
U+C236 # 숶 HANGUL SYLLABLE SWEOGG
U+C237 # 숷 HANGUL SYLLABLE SWEOGS
U+C238 # 숸 HANGUL SYLLABLE SWEON
U+C239 # 숹 HANGUL SYLLABLE SWEONJ
U+C23A # 숺 HANGUL SYLLABLE SWEONH
U+C23B # 숻 HANGUL SYLLABLE SWEOD
U+C23C # 숼 HANGUL SYLLABLE SWEOL
U+C23D # 숽 HANGUL SYLLABLE SWEOLG
U+C23E # 숾 HANGUL SYLLABLE SWEOLM
U+C23F # 숿 HANGUL SYLLABLE SWEOLB
U+C240 # 쉀 HANGUL SYLLABLE SWEOLS
U+C241 # 쉁 HANGUL SYLLABLE SWEOLT
U+C242 # 쉂 HANGUL SYLLABLE SWEOLP
U+C243 # 쉃 HANGUL SYLLABLE SWEOLH
U+C244 # 쉄 HANGUL SYLLABLE SWEOM
U+C245 # 쉅 HANGUL SYLLABLE SWEOB
U+C246 # 쉆 HANGUL SYLLABLE SWEOBS
U+C247 # 쉇 HANGUL SYLLABLE SWEOS
U+C248 # 쉈 HANGUL SYLLABLE SWEOSS
U+C249 # 쉉 HANGUL SYLLABLE SWEONG
U+C24A # 쉊 HANGUL SYLLABLE SWEOJ
U+C24B # 쉋 HANGUL SYLLABLE SWEOC
U+C24C # 쉌 HANGUL SYLLABLE SWEOK
U+C24D # 쉍 HANGUL SYLLABLE SWEOT
U+C24E # 쉎 HANGUL SYLLABLE SWEOP
U+C24F # 쉏 HANGUL SYLLABLE SWEOH
U+C250 # 쉐 HANGUL SYLLABLE SWE
U+C251 # 쉑 HANGUL SYLLABLE SWEG
U+C252 # 쉒 HANGUL SYLLABLE SWEGG
U+C253 # 쉓 HANGUL SYLLABLE SWEGS
U+C254 # 쉔 HANGUL SYLLABLE SWEN
U+C255 # 쉕 HANGUL SYLLABLE SWENJ
U+C256 # 쉖 HANGUL SYLLABLE SWENH
U+C257 # 쉗 HANGUL SYLLABLE SWED
U+C258 # 쉘 HANGUL SYLLABLE SWEL
U+C259 # 쉙 HANGUL SYLLABLE SWELG
U+C25A # 쉚 HANGUL SYLLABLE SWELM
U+C25B # 쉛 HANGUL SYLLABLE SWELB
U+C25C # 쉜 HANGUL SYLLABLE SWELS
U+C25D # 쉝 HANGUL SYLLABLE SWELT
U+C25E # 쉞 HANGUL SYLLABLE SWELP
U+C25F # 쉟 HANGUL SYLLABLE SWELH
U+C260 # 쉠 HANGUL SYLLABLE SWEM
U+C261 # 쉡 HANGUL SYLLABLE SWEB
U+C262 # 쉢 HANGUL SYLLABLE SWEBS
U+C263 # 쉣 HANGUL SYLLABLE SWES
U+C264 # 쉤 HANGUL SYLLABLE SWESS
U+C265 # 쉥 HANGUL SYLLABLE SWENG
U+C266 # 쉦 HANGUL SYLLABLE SWEJ
U+C267 # 쉧 HANGUL SYLLABLE SWEC
U+C268 # 쉨 HANGUL SYLLABLE SWEK
U+C269 # 쉩 HANGUL SYLLABLE SWET
U+C26A # 쉪 HANGUL SYLLABLE SWEP
U+C26B # 쉫 HANGUL SYLLABLE SWEH
U+C26C # 쉬 HANGUL SYLLABLE SWI
U+C26D # 쉭 HANGUL SYLLABLE SWIG
U+C26E # 쉮 HANGUL SYLLABLE SWIGG
U+C26F # 쉯 HANGUL SYLLABLE SWIGS
U+C270 # 쉰 HANGUL SYLLABLE SWIN
U+C271 # 쉱 HANGUL SYLLABLE SWINJ
U+C272 # 쉲 HANGUL SYLLABLE SWINH
U+C273 # 쉳 HANGUL SYLLABLE SWID
U+C274 # 쉴 HANGUL SYLLABLE SWIL
U+C275 # 쉵 HANGUL SYLLABLE SWILG
U+C276 # 쉶 HANGUL SYLLABLE SWILM
U+C277 # 쉷 HANGUL SYLLABLE SWILB
U+C278 # 쉸 HANGUL SYLLABLE SWILS
U+C279 # 쉹 HANGUL SYLLABLE SWILT
U+C27A # 쉺 HANGUL SYLLABLE SWILP
U+C27B # 쉻 HANGUL SYLLABLE SWILH
U+C27C # 쉼 HANGUL SYLLABLE SWIM
U+C27D # 쉽 HANGUL SYLLABLE SWIB
U+C27E # 쉾 HANGUL SYLLABLE SWIBS
U+C27F # 쉿 HANGUL SYLLABLE SWIS
U+C280 # 슀 HANGUL SYLLABLE SWISS
U+C281 # 슁 HANGUL SYLLABLE SWING
U+C282 # 슂 HANGUL SYLLABLE SWIJ
U+C283 # 슃 HANGUL SYLLABLE SWIC
U+C284 # 슄 HANGUL SYLLABLE SWIK
U+C285 # 슅 HANGUL SYLLABLE SWIT
U+C286 # 슆 HANGUL SYLLABLE SWIP
U+C287 # 슇 HANGUL SYLLABLE SWIH
U+C288 # 슈 HANGUL SYLLABLE SYU
U+C289 # 슉 HANGUL SYLLABLE SYUG
U+C28A # 슊 HANGUL SYLLABLE SYUGG
U+C28B # 슋 HANGUL SYLLABLE SYUGS
U+C28C # 슌 HANGUL SYLLABLE SYUN
U+C28D # 슍 HANGUL SYLLABLE SYUNJ
U+C28E # 슎 HANGUL SYLLABLE SYUNH
U+C28F # 슏 HANGUL SYLLABLE SYUD
U+C290 # 슐 HANGUL SYLLABLE SYUL
U+C291 # 슑 HANGUL SYLLABLE SYULG
U+C292 # 슒 HANGUL SYLLABLE SYULM
U+C293 # 슓 HANGUL SYLLABLE SYULB
U+C294 # 슔 HANGUL SYLLABLE SYULS
U+C295 # 슕 HANGUL SYLLABLE SYULT
U+C296 # 슖 HANGUL SYLLABLE SYULP
U+C297 # 슗 HANGUL SYLLABLE SYULH
U+C298 # 슘 HANGUL SYLLABLE SYUM
U+C299 # 슙 HANGUL SYLLABLE SYUB
U+C29A # 슚 HANGUL SYLLABLE SYUBS
U+C29B # 슛 HANGUL SYLLABLE SYUS
U+C29C # 슜 HANGUL SYLLABLE SYUSS
U+C29D # 슝 HANGUL SYLLABLE SYUNG
U+C29E # 슞 HANGUL SYLLABLE SYUJ
U+C29F # 슟 HANGUL SYLLABLE SYUC
U+C2A0 # 슠 HANGUL SYLLABLE SYUK
U+C2A1 # 슡 HANGUL SYLLABLE SYUT
U+C2A2 # 슢 HANGUL SYLLABLE SYUP
U+C2A3 # 슣 HANGUL SYLLABLE SYUH
U+C2A4 # 스 HANGUL SYLLABLE SEU
U+C2A5 # 슥 HANGUL SYLLABLE SEUG
U+C2A6 # 슦 HANGUL SYLLABLE SEUGG
U+C2A7 # 슧 HANGUL SYLLABLE SEUGS
U+C2A8 # 슨 HANGUL SYLLABLE SEUN
U+C2A9 # 슩 HANGUL SYLLABLE SEUNJ
U+C2AA # 슪 HANGUL SYLLABLE SEUNH
U+C2AB # 슫 HANGUL SYLLABLE SEUD
U+C2AC # 슬 HANGUL SYLLABLE SEUL
U+C2AD # 슭 HANGUL SYLLABLE SEULG
U+C2AE # 슮 HANGUL SYLLABLE SEULM
U+C2AF # 슯 HANGUL SYLLABLE SEULB
U+C2B0 # 슰 HANGUL SYLLABLE SEULS
U+C2B1 # 슱 HANGUL SYLLABLE SEULT
U+C2B2 # 슲 HANGUL SYLLABLE SEULP
U+C2B3 # 슳 HANGUL SYLLABLE SEULH
U+C2B4 # 슴 HANGUL SYLLABLE SEUM
U+C2B5 # 습 HANGUL SYLLABLE SEUB
U+C2B6 # 슶 HANGUL SYLLABLE SEUBS
U+C2B7 # 슷 HANGUL SYLLABLE SEUS
U+C2B8 # 슸 HANGUL SYLLABLE SEUSS
U+C2B9 # 승 HANGUL SYLLABLE SEUNG
U+C2BA # 슺 HANGUL SYLLABLE SEUJ
U+C2BB # 슻 HANGUL SYLLABLE SEUC
U+C2BC # 슼 HANGUL SYLLABLE SEUK
U+C2BD # 슽 HANGUL SYLLABLE SEUT
U+C2BE # 슾 HANGUL SYLLABLE SEUP
U+C2BF # 슿 HANGUL SYLLABLE SEUH
U+C2C0 # 싀 HANGUL SYLLABLE SYI
U+C2C1 # 싁 HANGUL SYLLABLE SYIG
U+C2C2 # 싂 HANGUL SYLLABLE SYIGG
U+C2C3 # 싃 HANGUL SYLLABLE SYIGS
U+C2C4 # 싄 HANGUL SYLLABLE SYIN
U+C2C5 # 싅 HANGUL SYLLABLE SYINJ
U+C2C6 # 싆 HANGUL SYLLABLE SYINH
U+C2C7 # 싇 HANGUL SYLLABLE SYID
U+C2C8 # 싈 HANGUL SYLLABLE SYIL
U+C2C9 # 싉 HANGUL SYLLABLE SYILG
U+C2CA # 싊 HANGUL SYLLABLE SYILM
U+C2CB # 싋 HANGUL SYLLABLE SYILB
U+C2CC # 싌 HANGUL SYLLABLE SYILS
U+C2CD # 싍 HANGUL SYLLABLE SYILT
U+C2CE # 싎 HANGUL SYLLABLE SYILP
U+C2CF # 싏 HANGUL SYLLABLE SYILH
U+C2D0 # 싐 HANGUL SYLLABLE SYIM
U+C2D1 # 싑 HANGUL SYLLABLE SYIB
U+C2D2 # 싒 HANGUL SYLLABLE SYIBS
U+C2D3 # 싓 HANGUL SYLLABLE SYIS
U+C2D4 # 싔 HANGUL SYLLABLE SYISS
U+C2D5 # 싕 HANGUL SYLLABLE SYING
U+C2D6 # 싖 HANGUL SYLLABLE SYIJ
U+C2D7 # 싗 HANGUL SYLLABLE SYIC
U+C2D8 # 싘 HANGUL SYLLABLE SYIK
U+C2D9 # 싙 HANGUL SYLLABLE SYIT
U+C2DA # 싚 HANGUL SYLLABLE SYIP
U+C2DB # 싛 HANGUL SYLLABLE SYIH
U+C2DC # 시 HANGUL SYLLABLE SI
U+C2DD # 식 HANGUL SYLLABLE SIG
U+C2DE # 싞 HANGUL SYLLABLE SIGG
U+C2DF # 싟 HANGUL SYLLABLE SIGS
U+C2E0 # 신 HANGUL SYLLABLE SIN
U+C2E1 # 싡 HANGUL SYLLABLE SINJ
U+C2E2 # 싢 HANGUL SYLLABLE SINH
U+C2E3 # 싣 HANGUL SYLLABLE SID
U+C2E4 # 실 HANGUL SYLLABLE SIL
U+C2E5 # 싥 HANGUL SYLLABLE SILG
U+C2E6 # 싦 HANGUL SYLLABLE SILM
U+C2E7 # 싧 HANGUL SYLLABLE SILB
U+C2E8 # 싨 HANGUL SYLLABLE SILS
U+C2E9 # 싩 HANGUL SYLLABLE SILT
U+C2EA # 싪 HANGUL SYLLABLE SILP
U+C2EB # 싫 HANGUL SYLLABLE SILH
U+C2EC # 심 HANGUL SYLLABLE SIM
U+C2ED # 십 HANGUL SYLLABLE SIB
U+C2EE # 싮 HANGUL SYLLABLE SIBS
U+C2EF # 싯 HANGUL SYLLABLE SIS
U+C2F0 # 싰 HANGUL SYLLABLE SISS
U+C2F1 # 싱 HANGUL SYLLABLE SING
U+C2F2 # 싲 HANGUL SYLLABLE SIJ
U+C2F3 # 싳 HANGUL SYLLABLE SIC
U+C2F4 # 싴 HANGUL SYLLABLE SIK
U+C2F5 # 싵 HANGUL SYLLABLE SIT
U+C2F6 # 싶 HANGUL SYLLABLE SIP
U+C2F7 # 싷 HANGUL SYLLABLE SIH
U+C2F8 # 싸 HANGUL SYLLABLE SSA
U+C2F9 # 싹 HANGUL SYLLABLE SSAG
U+C2FA # 싺 HANGUL SYLLABLE SSAGG
U+C2FB # 싻 HANGUL SYLLABLE SSAGS
U+C2FC # 싼 HANGUL SYLLABLE SSAN
U+C2FD # 싽 HANGUL SYLLABLE SSANJ
U+C2FE # 싾 HANGUL SYLLABLE SSANH
U+C2FF # 싿 HANGUL SYLLABLE SSAD
U+C300 # 쌀 HANGUL SYLLABLE SSAL
U+C301 # 쌁 HANGUL SYLLABLE SSALG
U+C302 # 쌂 HANGUL SYLLABLE SSALM
U+C303 # 쌃 HANGUL SYLLABLE SSALB
U+C304 # 쌄 HANGUL SYLLABLE SSALS
U+C305 # 쌅 HANGUL SYLLABLE SSALT
U+C306 # 쌆 HANGUL SYLLABLE SSALP
U+C307 # 쌇 HANGUL SYLLABLE SSALH
U+C308 # 쌈 HANGUL SYLLABLE SSAM
U+C309 # 쌉 HANGUL SYLLABLE SSAB
U+C30A # 쌊 HANGUL SYLLABLE SSABS
U+C30B # 쌋 HANGUL SYLLABLE SSAS
U+C30C # 쌌 HANGUL SYLLABLE SSASS
U+C30D # 쌍 HANGUL SYLLABLE SSANG
U+C30E # 쌎 HANGUL SYLLABLE SSAJ
U+C30F # 쌏 HANGUL SYLLABLE SSAC
U+C310 # 쌐 HANGUL SYLLABLE SSAK
U+C311 # 쌑 HANGUL SYLLABLE SSAT
U+C312 # 쌒 HANGUL SYLLABLE SSAP
U+C313 # 쌓 HANGUL SYLLABLE SSAH
U+C314 # 쌔 HANGUL SYLLABLE SSAE
U+C315 # 쌕 HANGUL SYLLABLE SSAEG
U+C316 # 쌖 HANGUL SYLLABLE SSAEGG
U+C317 # 쌗 HANGUL SYLLABLE SSAEGS
U+C318 # 쌘 HANGUL SYLLABLE SSAEN
U+C319 # 쌙 HANGUL SYLLABLE SSAENJ
U+C31A # 쌚 HANGUL SYLLABLE SSAENH
U+C31B # 쌛 HANGUL SYLLABLE SSAED
U+C31C # 쌜 HANGUL SYLLABLE SSAEL
U+C31D # 쌝 HANGUL SYLLABLE SSAELG
U+C31E # 쌞 HANGUL SYLLABLE SSAELM
U+C31F # 쌟 HANGUL SYLLABLE SSAELB
U+C320 # 쌠 HANGUL SYLLABLE SSAELS
U+C321 # 쌡 HANGUL SYLLABLE SSAELT
U+C322 # 쌢 HANGUL SYLLABLE SSAELP
U+C323 # 쌣 HANGUL SYLLABLE SSAELH
U+C324 # 쌤 HANGUL SYLLABLE SSAEM
U+C325 # 쌥 HANGUL SYLLABLE SSAEB
U+C326 # 쌦 HANGUL SYLLABLE SSAEBS
U+C327 # 쌧 HANGUL SYLLABLE SSAES
U+C328 # 쌨 HANGUL SYLLABLE SSAESS
U+C329 # 쌩 HANGUL SYLLABLE SSAENG
U+C32A # 쌪 HANGUL SYLLABLE SSAEJ
U+C32B # 쌫 HANGUL SYLLABLE SSAEC
U+C32C # 쌬 HANGUL SYLLABLE SSAEK
U+C32D # 쌭 HANGUL SYLLABLE SSAET
U+C32E # 쌮 HANGUL SYLLABLE SSAEP
U+C32F # 쌯 HANGUL SYLLABLE SSAEH
U+C330 # 쌰 HANGUL SYLLABLE SSYA
U+C331 # 쌱 HANGUL SYLLABLE SSYAG
U+C332 # 쌲 HANGUL SYLLABLE SSYAGG
U+C333 # 쌳 HANGUL SYLLABLE SSYAGS
U+C334 # 쌴 HANGUL SYLLABLE SSYAN
U+C335 # 쌵 HANGUL SYLLABLE SSYANJ
U+C336 # 쌶 HANGUL SYLLABLE SSYANH
U+C337 # 쌷 HANGUL SYLLABLE SSYAD
U+C338 # 쌸 HANGUL SYLLABLE SSYAL
U+C339 # 쌹 HANGUL SYLLABLE SSYALG
U+C33A # 쌺 HANGUL SYLLABLE SSYALM
U+C33B # 쌻 HANGUL SYLLABLE SSYALB
U+C33C # 쌼 HANGUL SYLLABLE SSYALS
U+C33D # 쌽 HANGUL SYLLABLE SSYALT
