#
# IDN Table for Korean
# Copyright 2015 CentralNic Ltd
#
# Table ID: ko
# Table type: Language
# Version: 1.0
# Published: 2011-05-12
# Referral URL: https://www.centralnic.com
#
# Policy Statement:
#
# No remarks.
#

U+C33E # 쌾 HANGUL SYLLABLE SSYALP
U+C33F # 쌿 HANGUL SYLLABLE SSYALH
U+C340 # 썀 HANGUL SYLLABLE SSYAM
U+C341 # 썁 HANGUL SYLLABLE SSYAB
U+C342 # 썂 HANGUL SYLLABLE SSYABS
U+C343 # 썃 HANGUL SYLLABLE SSYAS
U+C344 # 썄 HANGUL SYLLABLE SSYASS
U+C345 # 썅 HANGUL SYLLABLE SSYANG
U+C346 # 썆 HANGUL SYLLABLE SSYAJ
U+C347 # 썇 HANGUL SYLLABLE SSYAC
U+C348 # 썈 HANGUL SYLLABLE SSYAK
U+C349 # 썉 HANGUL SYLLABLE SSYAT
U+C34A # 썊 HANGUL SYLLABLE SSYAP
U+C34B # 썋 HANGUL SYLLABLE SSYAH
U+C34C # 썌 HANGUL SYLLABLE SSYAE
U+C34D # 썍 HANGUL SYLLABLE SSYAEG
U+C34E # 썎 HANGUL SYLLABLE SSYAEGG
U+C34F # 썏 HANGUL SYLLABLE SSYAEGS
U+C350 # 썐 HANGUL SYLLABLE SSYAEN
U+C351 # 썑 HANGUL SYLLABLE SSYAENJ
U+C352 # 썒 HANGUL SYLLABLE SSYAENH
U+C353 # 썓 HANGUL SYLLABLE SSYAED
U+C354 # 썔 HANGUL SYLLABLE SSYAEL
U+C355 # 썕 HANGUL SYLLABLE SSYAELG
U+C356 # 썖 HANGUL SYLLABLE SSYAELM
U+C357 # 썗 HANGUL SYLLABLE SSYAELB
U+C358 # 썘 HANGUL SYLLABLE SSYAELS
U+C359 # 썙 HANGUL SYLLABLE SSYAELT
U+C35A # 썚 HANGUL SYLLABLE SSYAELP
U+C35B # 썛 HANGUL SYLLABLE SSYAELH
U+C35C # 썜 HANGUL SYLLABLE SSYAEM
U+C35D # 썝 HANGUL SYLLABLE SSYAEB
U+C35E # 썞 HANGUL SYLLABLE SSYAEBS
U+C35F # 썟 HANGUL SYLLABLE SSYAES
U+C360 # 썠 HANGUL SYLLABLE SSYAESS
U+C361 # 썡 HANGUL SYLLABLE SSYAENG
U+C362 # 썢 HANGUL SYLLABLE SSYAEJ
U+C363 # 썣 HANGUL SYLLABLE SSYAEC
U+C364 # 썤 HANGUL SYLLABLE SSYAEK
U+C365 # 썥 HANGUL SYLLABLE SSYAET
U+C366 # 썦 HANGUL SYLLABLE SSYAEP
U+C367 # 썧 HANGUL SYLLABLE SSYAEH
U+C368 # 써 HANGUL SYLLABLE SSEO
U+C369 # 썩 HANGUL SYLLABLE SSEOG
U+C36A # 썪 HANGUL SYLLABLE SSEOGG
U+C36B # 썫 HANGUL SYLLABLE SSEOGS
U+C36C # 썬 HANGUL SYLLABLE SSEON
U+C36D # 썭 HANGUL SYLLABLE SSEONJ
U+C36E # 썮 HANGUL SYLLABLE SSEONH
U+C36F # 썯 HANGUL SYLLABLE SSEOD
U+C370 # 썰 HANGUL SYLLABLE SSEOL
U+C371 # 썱 HANGUL SYLLABLE SSEOLG
U+C372 # 썲 HANGUL SYLLABLE SSEOLM
U+C373 # 썳 HANGUL SYLLABLE SSEOLB
U+C374 # 썴 HANGUL SYLLABLE SSEOLS
U+C375 # 썵 HANGUL SYLLABLE SSEOLT
U+C376 # 썶 HANGUL SYLLABLE SSEOLP
U+C377 # 썷 HANGUL SYLLABLE SSEOLH
U+C378 # 썸 HANGUL SYLLABLE SSEOM
U+C379 # 썹 HANGUL SYLLABLE SSEOB
U+C37A # 썺 HANGUL SYLLABLE SSEOBS
U+C37B # 썻 HANGUL SYLLABLE SSEOS
U+C37C # 썼 HANGUL SYLLABLE SSEOSS
U+C37D # 썽 HANGUL SYLLABLE SSEONG
U+C37E # 썾 HANGUL SYLLABLE SSEOJ
U+C37F # 썿 HANGUL SYLLABLE SSEOC
U+C380 # 쎀 HANGUL SYLLABLE SSEOK
U+C381 # 쎁 HANGUL SYLLABLE SSEOT
U+C382 # 쎂 HANGUL SYLLABLE SSEOP
U+C383 # 쎃 HANGUL SYLLABLE SSEOH
U+C384 # 쎄 HANGUL SYLLABLE SSE
U+C385 # 쎅 HANGUL SYLLABLE SSEG
U+C386 # 쎆 HANGUL SYLLABLE SSEGG
U+C387 # 쎇 HANGUL SYLLABLE SSEGS
U+C388 # 쎈 HANGUL SYLLABLE SSEN
U+C389 # 쎉 HANGUL SYLLABLE SSENJ
U+C38A # 쎊 HANGUL SYLLABLE SSENH
U+C38B # 쎋 HANGUL SYLLABLE SSED
U+C38C # 쎌 HANGUL SYLLABLE SSEL
U+C38D # 쎍 HANGUL SYLLABLE SSELG
U+C38E # 쎎 HANGUL SYLLABLE SSELM
U+C38F # 쎏 HANGUL SYLLABLE SSELB
U+C390 # 쎐 HANGUL SYLLABLE SSELS
U+C391 # 쎑 HANGUL SYLLABLE SSELT
U+C392 # 쎒 HANGUL SYLLABLE SSELP
U+C393 # 쎓 HANGUL SYLLABLE SSELH
U+C394 # 쎔 HANGUL SYLLABLE SSEM
U+C395 # 쎕 HANGUL SYLLABLE SSEB
U+C396 # 쎖 HANGUL SYLLABLE SSEBS
U+C397 # 쎗 HANGUL SYLLABLE SSES
U+C398 # 쎘 HANGUL SYLLABLE SSESS
U+C399 # 쎙 HANGUL SYLLABLE SSENG
U+C39A # 쎚 HANGUL SYLLABLE SSEJ
U+C39B # 쎛 HANGUL SYLLABLE SSEC
U+C39C # 쎜 HANGUL SYLLABLE SSEK
U+C39D # 쎝 HANGUL SYLLABLE SSET
U+C39E # 쎞 HANGUL SYLLABLE SSEP
U+C39F # 쎟 HANGUL SYLLABLE SSEH
U+C3A0 # 쎠 HANGUL SYLLABLE SSYEO
U+C3A1 # 쎡 HANGUL SYLLABLE SSYEOG
U+C3A2 # 쎢 HANGUL SYLLABLE SSYEOGG
U+C3A3 # 쎣 HANGUL SYLLABLE SSYEOGS
U+C3A4 # 쎤 HANGUL SYLLABLE SSYEON
U+C3A5 # 쎥 HANGUL SYLLABLE SSYEONJ
U+C3A6 # 쎦 HANGUL SYLLABLE SSYEONH
U+C3A7 # 쎧 HANGUL SYLLABLE SSYEOD
U+C3A8 # 쎨 HANGUL SYLLABLE SSYEOL
U+C3A9 # 쎩 HANGUL SYLLABLE SSYEOLG
U+C3AA # 쎪 HANGUL SYLLABLE SSYEOLM
U+C3AB # 쎫 HANGUL SYLLABLE SSYEOLB
U+C3AC # 쎬 HANGUL SYLLABLE SSYEOLS
U+C3AD # 쎭 HANGUL SYLLABLE SSYEOLT
U+C3AE # 쎮 HANGUL SYLLABLE SSYEOLP
U+C3AF # 쎯 HANGUL SYLLABLE SSYEOLH
U+C3B0 # 쎰 HANGUL SYLLABLE SSYEOM
U+C3B1 # 쎱 HANGUL SYLLABLE SSYEOB
U+C3B2 # 쎲 HANGUL SYLLABLE SSYEOBS
U+C3B3 # 쎳 HANGUL SYLLABLE SSYEOS
U+C3B4 # 쎴 HANGUL SYLLABLE SSYEOSS
U+C3B5 # 쎵 HANGUL SYLLABLE SSYEONG
U+C3B6 # 쎶 HANGUL SYLLABLE SSYEOJ
U+C3B7 # 쎷 HANGUL SYLLABLE SSYEOC
U+C3B8 # 쎸 HANGUL SYLLABLE SSYEOK
U+C3B9 # 쎹 HANGUL SYLLABLE SSYEOT
U+C3BA # 쎺 HANGUL SYLLABLE SSYEOP
U+C3BB # 쎻 HANGUL SYLLABLE SSYEOH
U+C3BC # 쎼 HANGUL SYLLABLE SSYE
U+C3BD # 쎽 HANGUL SYLLABLE SSYEG
U+C3BE # 쎾 HANGUL SYLLABLE SSYEGG
U+C3BF # 쎿 HANGUL SYLLABLE SSYEGS
U+C3C0 # 쏀 HANGUL SYLLABLE SSYEN
U+C3C1 # 쏁 HANGUL SYLLABLE SSYENJ
U+C3C2 # 쏂 HANGUL SYLLABLE SSYENH
U+C3C3 # 쏃 HANGUL SYLLABLE SSYED
U+C3C4 # 쏄 HANGUL SYLLABLE SSYEL
U+C3C5 # 쏅 HANGUL SYLLABLE SSYELG
U+C3C6 # 쏆 HANGUL SYLLABLE SSYELM
U+C3C7 # 쏇 HANGUL SYLLABLE SSYELB
U+C3C8 # 쏈 HANGUL SYLLABLE SSYELS
U+C3C9 # 쏉 HANGUL SYLLABLE SSYELT
U+C3CA # 쏊 HANGUL SYLLABLE SSYELP
U+C3CB # 쏋 HANGUL SYLLABLE SSYELH
U+C3CC # 쏌 HANGUL SYLLABLE SSYEM
U+C3CD # 쏍 HANGUL SYLLABLE SSYEB
U+C3CE # 쏎 HANGUL SYLLABLE SSYEBS
U+C3CF # 쏏 HANGUL SYLLABLE SSYES
U+C3D0 # 쏐 HANGUL SYLLABLE SSYESS
U+C3D1 # 쏑 HANGUL SYLLABLE SSYENG
U+C3D2 # 쏒 HANGUL SYLLABLE SSYEJ
U+C3D3 # 쏓 HANGUL SYLLABLE SSYEC
U+C3D4 # 쏔 HANGUL SYLLABLE SSYEK
U+C3D5 # 쏕 HANGUL SYLLABLE SSYET
U+C3D6 # 쏖 HANGUL SYLLABLE SSYEP
U+C3D7 # 쏗 HANGUL SYLLABLE SSYEH
U+C3D8 # 쏘 HANGUL SYLLABLE SSO
U+C3D9 # 쏙 HANGUL SYLLABLE SSOG
U+C3DA # 쏚 HANGUL SYLLABLE SSOGG
U+C3DB # 쏛 HANGUL SYLLABLE SSOGS
U+C3DC # 쏜 HANGUL SYLLABLE SSON
U+C3DD # 쏝 HANGUL SYLLABLE SSONJ
U+C3DE # 쏞 HANGUL SYLLABLE SSONH
U+C3DF # 쏟 HANGUL SYLLABLE SSOD
U+C3E0 # 쏠 HANGUL SYLLABLE SSOL
U+C3E1 # 쏡 HANGUL SYLLABLE SSOLG
U+C3E2 # 쏢 HANGUL SYLLABLE SSOLM
U+C3E3 # 쏣 HANGUL SYLLABLE SSOLB
U+C3E4 # 쏤 HANGUL SYLLABLE SSOLS
U+C3E5 # 쏥 HANGUL SYLLABLE SSOLT
U+C3E6 # 쏦 HANGUL SYLLABLE SSOLP
U+C3E7 # 쏧 HANGUL SYLLABLE SSOLH
U+C3E8 # 쏨 HANGUL SYLLABLE SSOM
U+C3E9 # 쏩 HANGUL SYLLABLE SSOB
U+C3EA # 쏪 HANGUL SYLLABLE SSOBS
U+C3EB # 쏫 HANGUL SYLLABLE SSOS
U+C3EC # 쏬 HANGUL SYLLABLE SSOSS
U+C3ED # 쏭 HANGUL SYLLABLE SSONG
U+C3EE # 쏮 HANGUL SYLLABLE SSOJ
U+C3EF # 쏯 HANGUL SYLLABLE SSOC
U+C3F0 # 쏰 HANGUL SYLLABLE SSOK
U+C3F1 # 쏱 HANGUL SYLLABLE SSOT
U+C3F2 # 쏲 HANGUL SYLLABLE SSOP
U+C3F3 # 쏳 HANGUL SYLLABLE SSOH
U+C3F4 # 쏴 HANGUL SYLLABLE SSWA
U+C3F5 # 쏵 HANGUL SYLLABLE SSWAG
U+C3F6 # 쏶 HANGUL SYLLABLE SSWAGG
U+C3F7 # 쏷 HANGUL SYLLABLE SSWAGS
U+C3F8 # 쏸 HANGUL SYLLABLE SSWAN
U+C3F9 # 쏹 HANGUL SYLLABLE SSWANJ
U+C3FA # 쏺 HANGUL SYLLABLE SSWANH
U+C3FB # 쏻 HANGUL SYLLABLE SSWAD
U+C3FC # 쏼 HANGUL SYLLABLE SSWAL
U+C3FD # 쏽 HANGUL SYLLABLE SSWALG
U+C3FE # 쏾 HANGUL SYLLABLE SSWALM
U+C3FF # 쏿 HANGUL SYLLABLE SSWALB
U+C400 # 쐀 HANGUL SYLLABLE SSWALS
U+C401 # 쐁 HANGUL SYLLABLE SSWALT
U+C402 # 쐂 HANGUL SYLLABLE SSWALP
U+C403 # 쐃 HANGUL SYLLABLE SSWALH
U+C404 # 쐄 HANGUL SYLLABLE SSWAM
U+C405 # 쐅 HANGUL SYLLABLE SSWAB
U+C406 # 쐆 HANGUL SYLLABLE SSWABS
U+C407 # 쐇 HANGUL SYLLABLE SSWAS
U+C408 # 쐈 HANGUL SYLLABLE SSWASS
U+C409 # 쐉 HANGUL SYLLABLE SSWANG
U+C40A # 쐊 HANGUL SYLLABLE SSWAJ
U+C40B # 쐋 HANGUL SYLLABLE SSWAC
U+C40C # 쐌 HANGUL SYLLABLE SSWAK
U+C40D # 쐍 HANGUL SYLLABLE SSWAT
U+C40E # 쐎 HANGUL SYLLABLE SSWAP
U+C40F # 쐏 HANGUL SYLLABLE SSWAH
U+C410 # 쐐 HANGUL SYLLABLE SSWAE
U+C411 # 쐑 HANGUL SYLLABLE SSWAEG
U+C412 # 쐒 HANGUL SYLLABLE SSWAEGG
U+C413 # 쐓 HANGUL SYLLABLE SSWAEGS
U+C414 # 쐔 HANGUL SYLLABLE SSWAEN
U+C415 # 쐕 HANGUL SYLLABLE SSWAENJ
U+C416 # 쐖 HANGUL SYLLABLE SSWAENH
U+C417 # 쐗 HANGUL SYLLABLE SSWAED
U+C418 # 쐘 HANGUL SYLLABLE SSWAEL
U+C419 # 쐙 HANGUL SYLLABLE SSWAELG
U+C41A # 쐚 HANGUL SYLLABLE SSWAELM
U+C41B # 쐛 HANGUL SYLLABLE SSWAELB
U+C41C # 쐜 HANGUL SYLLABLE SSWAELS
U+C41D # 쐝 HANGUL SYLLABLE SSWAELT
U+C41E # 쐞 HANGUL SYLLABLE SSWAELP
U+C41F # 쐟 HANGUL SYLLABLE SSWAELH
U+C420 # 쐠 HANGUL SYLLABLE SSWAEM
U+C421 # 쐡 HANGUL SYLLABLE SSWAEB
U+C422 # 쐢 HANGUL SYLLABLE SSWAEBS
U+C423 # 쐣 HANGUL SYLLABLE SSWAES
U+C424 # 쐤 HANGUL SYLLABLE SSWAESS
U+C425 # 쐥 HANGUL SYLLABLE SSWAENG
U+C426 # 쐦 HANGUL SYLLABLE SSWAEJ
U+C427 # 쐧 HANGUL SYLLABLE SSWAEC
U+C428 # 쐨 HANGUL SYLLABLE SSWAEK
U+C429 # 쐩 HANGUL SYLLABLE SSWAET
U+C42A # 쐪 HANGUL SYLLABLE SSWAEP
U+C42B # 쐫 HANGUL SYLLABLE SSWAEH
U+C42C # 쐬 HANGUL SYLLABLE SSOE
U+C42D # 쐭 HANGUL SYLLABLE SSOEG
U+C42E # 쐮 HANGUL SYLLABLE SSOEGG
U+C42F # 쐯 HANGUL SYLLABLE SSOEGS
U+C430 # 쐰 HANGUL SYLLABLE SSOEN
U+C431 # 쐱 HANGUL SYLLABLE SSOENJ
U+C432 # 쐲 HANGUL SYLLABLE SSOENH
U+C433 # 쐳 HANGUL SYLLABLE SSOED
U+C434 # 쐴 HANGUL SYLLABLE SSOEL
U+C435 # 쐵 HANGUL SYLLABLE SSOELG
U+C436 # 쐶 HANGUL SYLLABLE SSOELM
U+C437 # 쐷 HANGUL SYLLABLE SSOELB
U+C438 # 쐸 HANGUL SYLLABLE SSOELS
U+C439 # 쐹 HANGUL SYLLABLE SSOELT
U+C43A # 쐺 HANGUL SYLLABLE SSOELP
U+C43B # 쐻 HANGUL SYLLABLE SSOELH
U+C43C # 쐼 HANGUL SYLLABLE SSOEM
U+C43D # 쐽 HANGUL SYLLABLE SSOEB
U+C43E # 쐾 HANGUL SYLLABLE SSOEBS
U+C43F # 쐿 HANGUL SYLLABLE SSOES
U+C440 # 쑀 HANGUL SYLLABLE SSOESS
U+C441 # 쑁 HANGUL SYLLABLE SSOENG
U+C442 # 쑂 HANGUL SYLLABLE SSOEJ
U+C443 # 쑃 HANGUL SYLLABLE SSOEC
U+C444 # 쑄 HANGUL SYLLABLE SSOEK
U+C445 # 쑅 HANGUL SYLLABLE SSOET
U+C446 # 쑆 HANGUL SYLLABLE SSOEP
U+C447 # 쑇 HANGUL SYLLABLE SSOEH
U+C448 # 쑈 HANGUL SYLLABLE SSYO
U+C449 # 쑉 HANGUL SYLLABLE SSYOG
U+C44A # 쑊 HANGUL SYLLABLE SSYOGG
U+C44B # 쑋 HANGUL SYLLABLE SSYOGS
U+C44C # 쑌 HANGUL SYLLABLE SSYON
U+C44D # 쑍 HANGUL SYLLABLE SSYONJ
U+C44E # 쑎 HANGUL SYLLABLE SSYONH
U+C44F # 쑏 HANGUL SYLLABLE SSYOD
U+C450 # 쑐 HANGUL SYLLABLE SSYOL
U+C451 # 쑑 HANGUL SYLLABLE SSYOLG
U+C452 # 쑒 HANGUL SYLLABLE SSYOLM
U+C453 # 쑓 HANGUL SYLLABLE SSYOLB
U+C454 # 쑔 HANGUL SYLLABLE SSYOLS
U+C455 # 쑕 HANGUL SYLLABLE SSYOLT
U+C456 # 쑖 HANGUL SYLLABLE SSYOLP
U+C457 # 쑗 HANGUL SYLLABLE SSYOLH
U+C458 # 쑘 HANGUL SYLLABLE SSYOM
U+C459 # 쑙 HANGUL SYLLABLE SSYOB
U+C45A # 쑚 HANGUL SYLLABLE SSYOBS
U+C45B # 쑛 HANGUL SYLLABLE SSYOS
U+C45C # 쑜 HANGUL SYLLABLE SSYOSS
U+C45D # 쑝 HANGUL SYLLABLE SSYONG
U+C45E # 쑞 HANGUL SYLLABLE SSYOJ
U+C45F # 쑟 HANGUL SYLLABLE SSYOC
U+C460 # 쑠 HANGUL SYLLABLE SSYOK
U+C461 # 쑡 HANGUL SYLLABLE SSYOT
U+C462 # 쑢 HANGUL SYLLABLE SSYOP
U+C463 # 쑣 HANGUL SYLLABLE SSYOH
U+C464 # 쑤 HANGUL SYLLABLE SSU
U+C465 # 쑥 HANGUL SYLLABLE SSUG
U+C466 # 쑦 HANGUL SYLLABLE SSUGG
U+C467 # 쑧 HANGUL SYLLABLE SSUGS
U+C468 # 쑨 HANGUL SYLLABLE SSUN
U+C469 # 쑩 HANGUL SYLLABLE SSUNJ
U+C46A # 쑪 HANGUL SYLLABLE SSUNH
U+C46B # 쑫 HANGUL SYLLABLE SSUD
U+C46C # 쑬 HANGUL SYLLABLE SSUL
U+C46D # 쑭 HANGUL SYLLABLE SSULG
U+C46E # 쑮 HANGUL SYLLABLE SSULM
U+C46F # 쑯 HANGUL SYLLABLE SSULB
U+C470 # 쑰 HANGUL SYLLABLE SSULS
U+C471 # 쑱 HANGUL SYLLABLE SSULT
U+C472 # 쑲 HANGUL SYLLABLE SSULP
U+C473 # 쑳 HANGUL SYLLABLE SSULH
U+C474 # 쑴 HANGUL SYLLABLE SSUM
U+C475 # 쑵 HANGUL SYLLABLE SSUB
U+C476 # 쑶 HANGUL SYLLABLE SSUBS
U+C477 # 쑷 HANGUL SYLLABLE SSUS
U+C478 # 쑸 HANGUL SYLLABLE SSUSS
U+C479 # 쑹 HANGUL SYLLABLE SSUNG
U+C47A # 쑺 HANGUL SYLLABLE SSUJ
U+C47B # 쑻 HANGUL SYLLABLE SSUC
U+C47C # 쑼 HANGUL SYLLABLE SSUK
U+C47D # 쑽 HANGUL SYLLABLE SSUT
U+C47E # 쑾 HANGUL SYLLABLE SSUP
U+C47F # 쑿 HANGUL SYLLABLE SSUH
U+C480 # 쒀 HANGUL SYLLABLE SSWEO
U+C481 # 쒁 HANGUL SYLLABLE SSWEOG
U+C482 # 쒂 HANGUL SYLLABLE SSWEOGG
U+C483 # 쒃 HANGUL SYLLABLE SSWEOGS
U+C484 # 쒄 HANGUL SYLLABLE SSWEON
U+C485 # 쒅 HANGUL SYLLABLE SSWEONJ
U+C486 # 쒆 HANGUL SYLLABLE SSWEONH
U+C487 # 쒇 HANGUL SYLLABLE SSWEOD
U+C488 # 쒈 HANGUL SYLLABLE SSWEOL
U+C489 # 쒉 HANGUL SYLLABLE SSWEOLG
U+C48A # 쒊 HANGUL SYLLABLE SSWEOLM
U+C48B # 쒋 HANGUL SYLLABLE SSWEOLB
U+C48C # 쒌 HANGUL SYLLABLE SSWEOLS
U+C48D # 쒍 HANGUL SYLLABLE SSWEOLT
U+C48E # 쒎 HANGUL SYLLABLE SSWEOLP
U+C48F # 쒏 HANGUL SYLLABLE SSWEOLH
U+C490 # 쒐 HANGUL SYLLABLE SSWEOM
U+C491 # 쒑 HANGUL SYLLABLE SSWEOB
U+C492 # 쒒 HANGUL SYLLABLE SSWEOBS
U+C493 # 쒓 HANGUL SYLLABLE SSWEOS
U+C494 # 쒔 HANGUL SYLLABLE SSWEOSS
U+C495 # 쒕 HANGUL SYLLABLE SSWEONG
U+C496 # 쒖 HANGUL SYLLABLE SSWEOJ
U+C497 # 쒗 HANGUL SYLLABLE SSWEOC
U+C498 # 쒘 HANGUL SYLLABLE SSWEOK
U+C499 # 쒙 HANGUL SYLLABLE SSWEOT
U+C49A # 쒚 HANGUL SYLLABLE SSWEOP
U+C49B # 쒛 HANGUL SYLLABLE SSWEOH
U+C49C # 쒜 HANGUL SYLLABLE SSWE
U+C49D # 쒝 HANGUL SYLLABLE SSWEG
U+C49E # 쒞 HANGUL SYLLABLE SSWEGG
U+C49F # 쒟 HANGUL SYLLABLE SSWEGS
U+C4A0 # 쒠 HANGUL SYLLABLE SSWEN
U+C4A1 # 쒡 HANGUL SYLLABLE SSWENJ
U+C4A2 # 쒢 HANGUL SYLLABLE SSWENH
U+C4A3 # 쒣 HANGUL SYLLABLE SSWED
U+C4A4 # 쒤 HANGUL SYLLABLE SSWEL
U+C4A5 # 쒥 HANGUL SYLLABLE SSWELG
U+C4A6 # 쒦 HANGUL SYLLABLE SSWELM
U+C4A7 # 쒧 HANGUL SYLLABLE SSWELB
U+C4A8 # 쒨 HANGUL SYLLABLE SSWELS
U+C4A9 # 쒩 HANGUL SYLLABLE SSWELT
U+C4AA # 쒪 HANGUL SYLLABLE SSWELP
U+C4AB # 쒫 HANGUL SYLLABLE SSWELH
U+C4AC # 쒬 HANGUL SYLLABLE SSWEM
U+C4AD # 쒭 HANGUL SYLLABLE SSWEB
U+C4AE # 쒮 HANGUL SYLLABLE SSWEBS
U+C4AF # 쒯 HANGUL SYLLABLE SSWES
U+C4B0 # 쒰 HANGUL SYLLABLE SSWESS
U+C4B1 # 쒱 HANGUL SYLLABLE SSWENG
U+C4B2 # 쒲 HANGUL SYLLABLE SSWEJ
U+C4B3 # 쒳 HANGUL SYLLABLE SSWEC
U+C4B4 # 쒴 HANGUL SYLLABLE SSWEK
U+C4B5 # 쒵 HANGUL SYLLABLE SSWET
U+C4B6 # 쒶 HANGUL SYLLABLE SSWEP
U+C4B7 # 쒷 HANGUL SYLLABLE SSWEH
U+C4B8 # 쒸 HANGUL SYLLABLE SSWI
U+C4B9 # 쒹 HANGUL SYLLABLE SSWIG
U+C4BA # 쒺 HANGUL SYLLABLE SSWIGG
U+C4BB # 쒻 HANGUL SYLLABLE SSWIGS
U+C4BC # 쒼 HANGUL SYLLABLE SSWIN
U+C4BD # 쒽 HANGUL SYLLABLE SSWINJ
U+C4BE # 쒾 HANGUL SYLLABLE SSWINH
U+C4BF # 쒿 HANGUL SYLLABLE SSWID
U+C4C0 # 쓀 HANGUL SYLLABLE SSWIL
U+C4C1 # 쓁 HANGUL SYLLABLE SSWILG
U+C4C2 # 쓂 HANGUL SYLLABLE SSWILM
U+C4C3 # 쓃 HANGUL SYLLABLE SSWILB
U+C4C4 # 쓄 HANGUL SYLLABLE SSWILS
U+C4C5 # 쓅 HANGUL SYLLABLE SSWILT
U+C4C6 # 쓆 HANGUL SYLLABLE SSWILP
U+C4C7 # 쓇 HANGUL SYLLABLE SSWILH
U+C4C8 # 쓈 HANGUL SYLLABLE SSWIM
U+C4C9 # 쓉 HANGUL SYLLABLE SSWIB
U+C4CA # 쓊 HANGUL SYLLABLE SSWIBS
U+C4CB # 쓋 HANGUL SYLLABLE SSWIS
U+C4CC # 쓌 HANGUL SYLLABLE SSWISS
U+C4CD # 쓍 HANGUL SYLLABLE SSWING
U+C4CE # 쓎 HANGUL SYLLABLE SSWIJ
U+C4CF # 쓏 HANGUL SYLLABLE SSWIC
U+C4D0 # 쓐 HANGUL SYLLABLE SSWIK
U+C4D1 # 쓑 HANGUL SYLLABLE SSWIT
U+C4D2 # 쓒 HANGUL SYLLABLE SSWIP
U+C4D3 # 쓓 HANGUL SYLLABLE SSWIH
U+C4D4 # 쓔 HANGUL SYLLABLE SSYU
U+C4D5 # 쓕 HANGUL SYLLABLE SSYUG
U+C4D6 # 쓖 HANGUL SYLLABLE SSYUGG
U+C4D7 # 쓗 HANGUL SYLLABLE SSYUGS
U+C4D8 # 쓘 HANGUL SYLLABLE SSYUN
U+C4D9 # 쓙 HANGUL SYLLABLE SSYUNJ
U+C4DA # 쓚 HANGUL SYLLABLE SSYUNH
U+C4DB # 쓛 HANGUL SYLLABLE SSYUD
U+C4DC # 쓜 HANGUL SYLLABLE SSYUL
U+C4DD # 쓝 HANGUL SYLLABLE SSYULG
U+C4DE # 쓞 HANGUL SYLLABLE SSYULM
U+C4DF # 쓟 HANGUL SYLLABLE SSYULB
U+C4E0 # 쓠 HANGUL SYLLABLE SSYULS
U+C4E1 # 쓡 HANGUL SYLLABLE SSYULT
U+C4E2 # 쓢 HANGUL SYLLABLE SSYULP
U+C4E3 # 쓣 HANGUL SYLLABLE SSYULH
U+C4E4 # 쓤 HANGUL SYLLABLE SSYUM
U+C4E5 # 쓥 HANGUL SYLLABLE SSYUB
U+C4E6 # 쓦 HANGUL SYLLABLE SSYUBS
U+C4E7 # 쓧 HANGUL SYLLABLE SSYUS
U+C4E8 # 쓨 HANGUL SYLLABLE SSYUSS
U+C4E9 # 쓩 HANGUL SYLLABLE SSYUNG
U+C4EA # 쓪 HANGUL SYLLABLE SSYUJ
U+C4EB # 쓫 HANGUL SYLLABLE SSYUC
U+C4EC # 쓬 HANGUL SYLLABLE SSYUK
U+C4ED # 쓭 HANGUL SYLLABLE SSYUT
U+C4EE # 쓮 HANGUL SYLLABLE SSYUP
U+C4EF # 쓯 HANGUL SYLLABLE SSYUH
U+C4F0 # 쓰 HANGUL SYLLABLE SSEU
U+C4F1 # 쓱 HANGUL SYLLABLE SSEUG
U+C4F2 # 쓲 HANGUL SYLLABLE SSEUGG
U+C4F3 # 쓳 HANGUL SYLLABLE SSEUGS
U+C4F4 # 쓴 HANGUL SYLLABLE SSEUN
U+C4F5 # 쓵 HANGUL SYLLABLE SSEUNJ
U+C4F6 # 쓶 HANGUL SYLLABLE SSEUNH
U+C4F7 # 쓷 HANGUL SYLLABLE SSEUD
U+C4F8 # 쓸 HANGUL SYLLABLE SSEUL
U+C4F9 # 쓹 HANGUL SYLLABLE SSEULG
U+C4FA # 쓺 HANGUL SYLLABLE SSEULM
U+C4FB # 쓻 HANGUL SYLLABLE SSEULB
U+C4FC # 쓼 HANGUL SYLLABLE SSEULS
U+C4FD # 쓽 HANGUL SYLLABLE SSEULT
U+C4FE # 쓾 HANGUL SYLLABLE SSEULP
U+C4FF # 쓿 HANGUL SYLLABLE SSEULH
U+C500 # 씀 HANGUL SYLLABLE SSEUM
U+C501 # 씁 HANGUL SYLLABLE SSEUB
U+C502 # 씂 HANGUL SYLLABLE SSEUBS
U+C503 # 씃 HANGUL SYLLABLE SSEUS
U+C504 # 씄 HANGUL SYLLABLE SSEUSS
U+C505 # 씅 HANGUL SYLLABLE SSEUNG
U+C506 # 씆 HANGUL SYLLABLE SSEUJ
U+C507 # 씇 HANGUL SYLLABLE SSEUC
U+C508 # 씈 HANGUL SYLLABLE SSEUK
U+C509 # 씉 HANGUL SYLLABLE SSEUT
U+C50A # 씊 HANGUL SYLLABLE SSEUP
U+C50B # 씋 HANGUL SYLLABLE SSEUH
U+C50C # 씌 HANGUL SYLLABLE SSYI
U+C50D # 씍 HANGUL SYLLABLE SSYIG
U+C50E # 씎 HANGUL SYLLABLE SSYIGG
U+C50F # 씏 HANGUL SYLLABLE SSYIGS
